name,value,unit,source,derivation
driver_step_entity_setup_usd_low,9000.000000,driver units,drivers.csv,the low column for step_entity_setup_usd
driver_step_entity_setup_usd_high,48000.000000,driver units,drivers.csv,the high column for step_entity_setup_usd
driver_step_entity_setup_usd_low_pct,900000.000000,per cent,drivers.csv,"the low column for step_entity_setup_usd, as a percentage"
driver_step_entity_setup_usd_high_pct,4800000.000000,per cent,drivers.csv,"the high column for step_entity_setup_usd, as a percentage"
driver_step_entity_annual_usd_low,7000.000000,driver units,drivers.csv,the low column for step_entity_annual_usd
driver_step_entity_annual_usd_high,34000.000000,driver units,drivers.csv,the high column for step_entity_annual_usd
driver_step_entity_annual_usd_low_pct,700000.000000,per cent,drivers.csv,"the low column for step_entity_annual_usd, as a percentage"
driver_step_entity_annual_usd_high_pct,3400000.000000,per cent,drivers.csv,"the high column for step_entity_annual_usd, as a percentage"
driver_step_cert_setup_usd_low,18000.000000,driver units,drivers.csv,the low column for step_cert_setup_usd
driver_step_cert_setup_usd_high,70000.000000,driver units,drivers.csv,the high column for step_cert_setup_usd
driver_step_cert_setup_usd_low_pct,1800000.000000,per cent,drivers.csv,"the low column for step_cert_setup_usd, as a percentage"
driver_step_cert_setup_usd_high_pct,7000000.000000,per cent,drivers.csv,"the high column for step_cert_setup_usd, as a percentage"
driver_step_cert_annual_usd_low,9000.000000,driver units,drivers.csv,the low column for step_cert_annual_usd
driver_step_cert_annual_usd_high,28000.000000,driver units,drivers.csv,the high column for step_cert_annual_usd
driver_step_cert_annual_usd_low_pct,900000.000000,per cent,drivers.csv,"the low column for step_cert_annual_usd, as a percentage"
driver_step_cert_annual_usd_high_pct,2800000.000000,per cent,drivers.csv,"the high column for step_cert_annual_usd, as a percentage"
driver_step_uk_rep_usd_yr_low,3500.000000,driver units,drivers.csv,the low column for step_uk_rep_usd_yr
driver_step_uk_rep_usd_yr_high,16000.000000,driver units,drivers.csv,the high column for step_uk_rep_usd_yr
driver_step_uk_rep_usd_yr_low_pct,350000.000000,per cent,drivers.csv,"the low column for step_uk_rep_usd_yr, as a percentage"
driver_step_uk_rep_usd_yr_high_pct,1600000.000000,per cent,drivers.csv,"the high column for step_uk_rep_usd_yr, as a percentage"
driver_step_counsel_initial_usd_low,25000.000000,driver units,drivers.csv,the low column for step_counsel_initial_usd
driver_step_counsel_initial_usd_high,130000.000000,driver units,drivers.csv,the high column for step_counsel_initial_usd
driver_step_counsel_initial_usd_low_pct,2500000.000000,per cent,drivers.csv,"the low column for step_counsel_initial_usd, as a percentage"
driver_step_counsel_initial_usd_high_pct,13000000.000000,per cent,drivers.csv,"the high column for step_counsel_initial_usd, as a percentage"
driver_step_counsel_market_usd_low,12000.000000,driver units,drivers.csv,the low column for step_counsel_market_usd
driver_step_counsel_market_usd_high,70000.000000,driver units,drivers.csv,the high column for step_counsel_market_usd
driver_step_counsel_market_usd_low_pct,1200000.000000,per cent,drivers.csv,"the low column for step_counsel_market_usd, as a percentage"
driver_step_counsel_market_usd_high_pct,7000000.000000,per cent,drivers.csv,"the high column for step_counsel_market_usd, as a percentage"
driver_step_office_usd_head_yr_low,900.000000,driver units,drivers.csv,the low column for step_office_usd_head_yr
driver_step_office_usd_head_yr_high,3600.000000,driver units,drivers.csv,the high column for step_office_usd_head_yr
driver_step_office_usd_head_yr_low_pct,90000.000000,per cent,drivers.csv,"the low column for step_office_usd_head_yr, as a percentage"
driver_step_office_usd_head_yr_high_pct,360000.000000,per cent,drivers.csv,"the high column for step_office_usd_head_yr, as a percentage"
driver_step_dpia_audit_usd_yr_low,8000.000000,driver units,drivers.csv,the low column for step_dpia_audit_usd_yr
driver_step_dpia_audit_usd_yr_high,40000.000000,driver units,drivers.csv,the high column for step_dpia_audit_usd_yr
driver_step_dpia_audit_usd_yr_low_pct,800000.000000,per cent,drivers.csv,"the low column for step_dpia_audit_usd_yr, as a percentage"
driver_step_dpia_audit_usd_yr_high_pct,4000000.000000,per cent,drivers.csv,"the high column for step_dpia_audit_usd_yr, as a percentage"
driver_anchor_u_range,1.000000,driver units,drivers.csv,the high column less the low column for anchor_u
driver_price_uk_tut_gbp_range,28.000000,driver units,drivers.csv,the high column less the low column for price_uk_tut_gbp
driver_price_uk_sw_gbp_range,9.500000,driver units,drivers.csv,the high column less the low column for price_uk_sw_gbp
driver_price_rel_us_range,0.600000,driver units,drivers.csv,the high column less the low column for price_rel_us
driver_price_rel_in_range,0.220000,driver units,drivers.csv,the high column less the low column for price_rel_in
driver_price_rel_row_range,0.500000,driver units,drivers.csv,the high column less the low column for price_rel_row
driver_overage_price_frac_range,0.900000,driver units,drivers.csv,the high column less the low column for overage_price_frac
driver_sessions_per_hh_month_range,14.500000,driver units,drivers.csv,the high column less the low column for sessions_per_hh_month
driver_sessions_cv_range,1.050000,driver units,drivers.csv,the high column less the low column for sessions_cv
driver_usage_season_amp_range,0.450000,driver units,drivers.csv,the high column less the low column for usage_season_amp
driver_churn_base_range,0.150000,driver units,drivers.csv,the high column less the low column for churn_base
driver_churn_m1_extra_range,0.280000,driver units,drivers.csv,the high column less the low column for churn_m1_extra
driver_summer_lapse_pre_range,0.650000,driver units,drivers.csv,the high column less the low column for summer_lapse_pre
driver_progress_continue_range,0.330000,driver units,drivers.csv,the high column less the low column for progress_continue
driver_alevel_continue_range,0.200000,driver units,drivers.csv,the high column less the low column for alevel_continue
driver_alevel_exit_rate_range,0.370000,driver units,drivers.csv,the high column less the low column for alevel_exit_rate
driver_exam_carryover_range,0.100000,driver units,drivers.csv,the high column less the low column for exam_carryover
driver_turns_per_session_range,22.000000,driver units,drivers.csv,the high column less the low column for turns_per_session
driver_tok_in_per_turn_range,6500.000000,driver units,drivers.csv,the high column less the low column for tok_in_per_turn
driver_tok_out_per_turn_range,650.000000,driver units,drivers.csv,the high column less the low column for tok_out_per_turn
driver_price_in_mtok_usd_range,2.850000,driver units,drivers.csv,the high column less the low column for price_in_mtok_usd
driver_price_out_mtok_usd_range,14.400000,driver units,drivers.csv,the high column less the low column for price_out_mtok_usd
driver_verify_overhead_range,0.730000,driver units,drivers.csv,the high column less the low column for verify_overhead
driver_gate_fire_rate_range,0.260000,driver units,drivers.csv,the high column less the low column for gate_fire_rate
driver_infer_decline_yr_range,0.470000,driver units,drivers.csv,the high column less the low column for infer_decline_yr
driver_support_min_hh_month_range,5.600000,driver units,drivers.csv,the high column less the low column for support_min_hh_month
driver_support_usd_hr_range,6.500000,driver units,drivers.csv,the high column less the low column for support_usd_hr
driver_pay_pct_range,0.018000,driver units,drivers.csv,the high column less the low column for pay_pct
driver_pay_fixed_usd_range,0.270000,driver units,drivers.csv,the high column less the low column for pay_fixed_usd
driver_hosting_hh_usd_range,0.560000,driver units,drivers.csv,the high column less the low column for hosting_hh_usd
driver_verif_cost_usd_range,6.880000,driver units,drivers.csv,the high column less the low column for verif_cost_usd
driver_minutes_per_item_range,26.000000,driver units,drivers.csv,the high column less the low column for minutes_per_item
driver_examiner_rate_gbp_hr_range,56.000000,driver units,drivers.csv,the high column less the low column for examiner_rate_gbp_hr
driver_writer_gbp_item_range,31.000000,driver units,drivers.csv,the high column less the low column for writer_gbp_item
driver_items_per_unit_range,4200.000000,driver units,drivers.csv,the high column less the low column for items_per_unit
driver_board_reuse_range,0.420000,driver units,drivers.csv,the high column less the low column for board_reuse
driver_market_reuse_range,0.500000,driver units,drivers.csv,the high column less the low column for market_reuse
driver_reval_frac_yr_range,0.240000,driver units,drivers.csv,the high column less the low column for reval_frac_yr
driver_eng_usd_yr_range,31000.000000,driver units,drivers.csv,the high column less the low column for eng_usd_yr
driver_uk_gbp_yr_range,53000.000000,driver units,drivers.csv,the high column less the low column for uk_gbp_yr
driver_overhead_mult_range,0.360000,driver units,drivers.csv,the high column less the low column for overhead_mult
driver_units_per_content_head_range,2.100000,driver units,drivers.csv,the high column less the low column for units_per_content_head
driver_eng_ramp_mult_range,0.900000,driver units,drivers.csv,the high column less the low column for eng_ramp_mult
driver_cac_anchor_usd_range,122.000000,driver units,drivers.csv,the high column less the low column for cac_anchor_usd
driver_cac_rel_us_range,1.500000,driver units,drivers.csv,the high column less the low column for cac_rel_us
driver_cac_rel_in_range,0.650000,driver units,drivers.csv,the high column less the low column for cac_rel_in
driver_cac_rel_row_range,1.200000,driver units,drivers.csv,the high column less the low column for cac_rel_row
driver_sat_kappa_range,0.680000,driver units,drivers.csv,the high column less the low column for sat_kappa
driver_cac_ref_spend_usd_range,67500.000000,driver units,drivers.csv,the high column less the low column for cac_ref_spend_usd
driver_pool_pressure_psi_range,1.350000,driver units,drivers.csv,the high column less the low column for pool_pressure_psi
driver_creator_share_range,0.600000,driver units,drivers.csv,the high column less the low column for creator_share
driver_creator_cac_rel_range,0.800000,driver units,drivers.csv,the high column less the low column for creator_cac_rel
driver_pool_uk_range,1160000.000000,driver units,drivers.csv,the high column less the low column for pool_uk
driver_pool_rel_us_range,8.200000,driver units,drivers.csv,the high column less the low column for pool_rel_us
driver_pool_rel_in_range,29.500000,driver units,drivers.csv,the high column less the low column for pool_rel_in
driver_pool_rel_row_range,3.700000,driver units,drivers.csv,the high column less the low column for pool_rel_row
driver_acq_season_amp_range,0.650000,driver units,drivers.csv,the high column less the low column for acq_season_amp
driver_seg_mix_exam_range,0.450000,driver units,drivers.csv,the high column less the low column for seg_mix_exam
driver_seg_mix_alevel_range,0.220000,driver units,drivers.csv,the high column less the low column for seg_mix_alevel
driver_acq_pct_of_rev_range,0.530000,driver units,drivers.csv,the high column less the low column for acq_pct_of_rev
driver_acq_launch_ramp_range,114000.000000,driver units,drivers.csv,the high column less the low column for acq_launch_ramp
driver_shock_rho_range,0.500000,driver units,drivers.csv,the high column less the low column for shock_rho
driver_shock_sd_range,0.280000,driver units,drivers.csv,the high column less the low column for shock_sd
driver_school_seats_range,380.000000,driver units,drivers.csv,the high column less the low column for school_seats
driver_school_gbp_seat_yr_range,28.500000,driver units,drivers.csv,the high column less the low column for school_gbp_seat_yr
driver_school_win_rate_range,0.250000,driver units,drivers.csv,the high column less the low column for school_win_rate
driver_school_rep_pipeline_yr_range,48.000000,driver units,drivers.csv,the high column less the low column for school_rep_pipeline_yr
driver_school_renewal_range,0.470000,driver units,drivers.csv,the high column less the low column for school_renewal
driver_school_cycle_m_range,12.000000,driver units,drivers.csv,the high column less the low column for school_cycle_m
driver_us_sales_tax_eff_range,0.085000,driver units,drivers.csv,the high column less the low column for us_sales_tax_eff
driver_step_entity_setup_usd_range,39000.000000,driver units,drivers.csv,the high column less the low column for step_entity_setup_usd
driver_step_entity_annual_usd_range,27000.000000,driver units,drivers.csv,the high column less the low column for step_entity_annual_usd
driver_step_cert_setup_usd_range,52000.000000,driver units,drivers.csv,the high column less the low column for step_cert_setup_usd
driver_step_cert_annual_usd_range,19000.000000,driver units,drivers.csv,the high column less the low column for step_cert_annual_usd
driver_step_uk_rep_usd_yr_range,12500.000000,driver units,drivers.csv,the high column less the low column for step_uk_rep_usd_yr
driver_step_counsel_initial_usd_range,105000.000000,driver units,drivers.csv,the high column less the low column for step_counsel_initial_usd
driver_step_counsel_market_usd_range,58000.000000,driver units,drivers.csv,the high column less the low column for step_counsel_market_usd
driver_step_office_usd_head_yr_range,2700.000000,driver units,drivers.csv,the high column less the low column for step_office_usd_head_yr
driver_step_dpia_audit_usd_yr_range,32000.000000,driver units,drivers.csv,the high column less the low column for step_dpia_audit_usd_yr
const_FX_GBP_USD,1.270000,model units,constants.csv,"United States dollars per pound, fixed at the owner's instruction"
const_FX_GBP_USD_pct,127.000000,per cent,constants.csv,"United States dollars per pound, fixed at the owner's instruction, as a percentage"
